Date,Open,High,Low,Close,Adj Close,Volume,Previous_open,Previous_high,Previous_low
17-07-2021,1876.881348,1917.5979,1855.59082,1898.825195,1898.825195,13364282076,,,
18-07-2021,1900.194336,1988.336426,1883.012573,1895.552124,1895.552124,13791868728,1876.881348,1917.5979,1855.59082
19-07-2021,1893.053589,1916.118042,1807.909912,1817.296631,1817.296631,14157735481,1900.194336,1988.336426,1883.012573
20-07-2021,1819.082031,1836.998047,1722.050781,1787.510742,1787.510742,17368597636,1893.053589,1916.118042,1807.909912
21-07-2021,1786.276245,2025.68042,1759.023315,1990.970825,1990.970825,21253359756,1819.082031,1836.998047,1722.050781
22-07-2021,1994.822876,2044.116455,1954.297852,2025.202759,2025.202759,17495480331,1786.276245,2025.68042,1759.023315
23-07-2021,2025.105713,2129.441162,2000.436279,2124.776611,2124.776611,16200392492,1994.822876,2044.116455,1954.297852
24-07-2021,2123.961182,2197.649414,2107.323486,2189.21875,2189.21875,16057446601,2025.105713,2129.441162,2000.436279
25-07-2021,2187.145508,2194.438232,2108.829834,2191.373779,2191.373779,14566483636,2123.961182,2197.649414,2107.323486
26-07-2021,2191.309814,2428.817139,2177.32959,2233.366699,2233.366699,29614324233,2187.145508,2194.438232,2108.829834
27-07-2021,2230.197021,2316.950195,2154.731201,2298.333496,2298.333496,23067480378,2191.309814,2428.817139,2177.32959
28-07-2021,2302.081299,2341.777832,2250.914063,2296.54541,2296.54541,18991302378,2230.197021,2316.950195,2154.731201
29-07-2021,2299.011963,2396.451904,2273.404785,2380.956787,2380.956787,16313373113,2302.081299,2341.777832,2250.914063
30-07-2021,2382.545166,2469.704834,2322.337158,2466.961426,2466.961426,20212848934,2299.011963,2396.451904,2273.404785
31-07-2021,2461.575684,2551.161133,2423.816162,2536.209961,2536.209961,18001710283,2382.545166,2469.704834,2322.337158
01-08-2021,2530.462891,2695.429443,2520.931885,2561.852051,2561.852051,22697987055,2461.575684,2551.161133,2423.816162
02-08-2021,2557.774658,2665.730957,2511.375244,2610.15332,2610.15332,22162754104,2530.462891,2695.429443,2520.931885
03-08-2021,2609.413086,2630.314209,2449.353516,2502.349609,2502.349609,22696753413,2557.774658,2665.730957,2511.375244
04-08-2021,2508.544922,2764.443604,2463.469482,2724.619873,2724.619873,25038698173,2609.413086,2630.314209,2449.353516
05-08-2021,2725.669678,2840.430664,2540.684082,2827.328857,2827.328857,31057928075,2508.544922,2764.443604,2463.469482
06-08-2021,2827.503418,2944.90332,2727.792725,2890.94165,2890.94165,26528577879,2725.669678,2840.430664,2540.684082
07-08-2021,2891.70752,3170.229736,2868.535645,3157.23877,3157.23877,33081467129,2827.503418,2944.90332,2727.792725
08-08-2021,3161.232666,3184.604004,2951.747314,3013.732666,3013.732666,28433638008,2891.70752,3170.229736,2868.535645
09-08-2021,3012.885742,3185.701172,2900.926025,3167.856201,3167.856201,31983260936,3161.232666,3184.604004,2951.747314
10-08-2021,3163.050049,3228.940674,3059.229004,3141.691162,3141.691162,27605221710,3012.885742,3185.701172,2900.926025
11-08-2021,3142.830322,3269.209473,3122.916504,3164.245117,3164.245117,26729035052,3163.050049,3228.940674,3059.229004
12-08-2021,3164.175781,3236.314697,2984.166992,3043.414307,3043.414307,25403699845,3142.830322,3269.209473,3122.916504
13-08-2021,3049.001221,3324.671631,3037.676025,3322.21167,3322.21167,23868866254,3164.175781,3236.314697,2984.166992
14-08-2021,3322.762695,3329.281006,3214.519775,3265.443359,3265.443359,19860862133,3049.001221,3324.671631,3037.676025
15-08-2021,3266.276123,3320.084229,3117.791748,3310.50415,3310.50415,22166205051,3322.762695,3329.281006,3214.519775
16-08-2021,3309.422119,3333.994873,3139.778564,3156.509521,3156.509521,23080039949,3266.276123,3320.084229,3117.791748
17-08-2021,3149.380371,3288.812744,2996.468262,3014.845947,3014.845947,25509056745,3309.422119,3333.994873,3139.778564
18-08-2021,3011.963623,3124.976074,2959.02832,3020.089844,3020.089844,21539248425,3149.380371,3288.812744,2996.468262
19-08-2021,3019.126953,3184.435547,2963.150146,3182.702148,3182.702148,19546290360,3011.963623,3124.976074,2959.02832
20-08-2021,3182.162598,3298.246582,3178.10376,3286.935303,3286.935303,20885619828,3019.126953,3184.435547,2963.150146
21-08-2021,3286.931641,3307.351563,3209.866211,3226.083984,3226.083984,18113977628,3182.162598,3298.246582,3178.10376
22-08-2021,3226.227295,3272.733154,3142.00708,3242.115479,3242.115479,15983278460,3286.931641,3307.351563,3209.866211
23-08-2021,3241.357422,3373.384277,3235.851318,3319.257324,3319.257324,20511110509,3226.227295,3272.733154,3142.00708
24-08-2021,3324.855469,3358.688232,3154.121338,3172.456299,3172.456299,20131028906,3241.357422,3373.384277,3235.851318
25-08-2021,3174.269775,3248.727295,3086.11499,3224.915283,3224.915283,18902728235,3324.855469,3358.688232,3154.121338
26-08-2021,3228.747314,3249.655273,3060.22876,3100.325439,3100.325439,17405668117,3174.269775,3248.727295,3086.11499
27-08-2021,3096.406006,3281.840576,3064.485107,3270.60083,3270.60083,18489602004,3228.747314,3249.655273,3060.22876
28-08-2021,3275.104492,3284.845947,3217.403564,3244.40332,3244.40332,13709633698,3096.406006,3281.840576,3064.485107
29-08-2021,3246.770996,3283.235596,3158.840332,3227.002686,3227.002686,13296586731,3275.104492,3284.845947,3217.403564
30-08-2021,3227.192627,3346.581055,3151.44458,3224.374268,3224.374268,19306924485,3246.770996,3283.235596,3158.840332
31-08-2021,3227.758057,3466.992188,3195.216553,3433.732666,3433.732666,27280502987,3227.192627,3346.581055,3151.44458
01-09-2021,3430.762451,3836.867432,3387.408447,3834.828125,3834.828125,30070890104,3227.758057,3466.992188,3195.216553
02-09-2021,3825.027832,3830.711426,3726.750488,3790.98999,3790.98999,24387397330,3430.762451,3836.867432,3387.408447
03-09-2021,3787.486572,4022.469238,3712.678223,3940.614746,3940.614746,26207765094,3825.027832,3830.711426,3726.750488
04-09-2021,3937.910156,3969.44873,3837.931152,3887.828369,3887.828369,20806963328,3787.486572,4022.469238,3712.678223
05-09-2021,3886.331055,3979.186523,3838.487305,3952.133545,3952.133545,18371468576,3937.910156,3969.44873,3837.931152
06-09-2021,3951.520752,3968.426514,3868.994385,3928.379395,3928.379395,18674691198,3886.331055,3979.186523,3838.487305
07-09-2021,3926.527588,3945.314209,3062.222412,3426.394287,3426.394287,39131346397,3951.520752,3968.426514,3868.994385
08-09-2021,3428.378174,3559.121338,3224.764893,3497.315186,3497.315186,31738430771,3926.527588,3945.314209,3062.222412
09-09-2021,3452.54834,3562.992676,3400.51709,3427.340088,3427.340088,24118055831,3428.378174,3559.121338,3224.764893
10-09-2021,3425.564941,3512.571289,3157.059082,3211.505859,3211.505859,22355974097,3452.54834,3562.992676,3400.51709
11-09-2021,3209.030518,3346.526367,3208.961914,3270.278076,3270.278076,18627122934,3425.564941,3512.571289,3157.059082
12-09-2021,3270.291748,3462.468262,3235.109375,3410.134521,3410.134521,16810411424,3209.030518,3346.526367,3208.961914
13-09-2021,3407.471924,3426.502197,3121.51416,3285.511719,3285.511719,22721552948,3270.291748,3462.468262,3235.109375
14-09-2021,3286.316406,3429.169678,3273.630859,3429.169678,3429.169678,19125420848,3407.471924,3426.502197,3121.51416
15-09-2021,3431.217285,3615.282715,3365.913086,3615.282715,3615.282715,17548551804,3286.316406,3429.169678,3273.630859
16-09-2021,3613.07373,3673.310791,3489.805664,3571.294922,3571.294922,20093903064,3431.217285,3615.282715,3365.913086
17-09-2021,3569.568115,3589.305176,3356.449951,3398.538818,3398.538818,17722363229,3613.07373,3673.310791,3489.805664
18-09-2021,3397.422852,3540.807617,3371.892334,3432.018311,3432.018311,15995220233,3569.568115,3589.305176,3356.449951
19-09-2021,3433.287842,3448.322021,3286.172363,3329.447998,3329.447998,14257609743,3397.422852,3540.807617,3371.892334
20-09-2021,3329.670654,3343.325439,2940.839111,2958.993408,2958.993408,27371684581,3433.287842,3448.322021,3286.172363
21-09-2021,2977.310547,3101.69751,2676.407471,2764.431152,2764.431152,30405062665,3329.670654,3343.325439,2940.839111
22-09-2021,2763.209229,3089.083008,2741.440674,3077.86792,3077.86792,23742102645,2977.310547,3101.69751,2676.407471
23-09-2021,3077.974365,3173.544678,3038.0979,3155.523682,3155.523682,18516291047,2763.209229,3089.083008,2741.440674
24-09-2021,3154.562012,3159.644043,2747.337646,2931.669189,2931.669189,25595422789,3077.974365,3173.544678,3038.0979
25-09-2021,2930.884766,2968.994629,2818.970459,2925.565674,2925.565674,18932786754,3154.562012,3159.644043,2747.337646
26-09-2021,2926.343018,3114.857422,2744.583008,3062.265381,3062.265381,21172766310,2930.884766,2968.994629,2818.970459
27-09-2021,3065.837891,3163.665039,2932.692871,2934.138916,2934.138916,19164053681,2926.343018,3114.857422,2744.583008
28-09-2021,2928.963379,2970.770508,2793.360596,2807.296631,2807.296631,16895079070,3065.837891,3163.665039,2932.692871
29-09-2021,2809.297607,2946.881348,2786.988281,2853.143311,2853.143311,15763456158,2928.963379,2970.770508,2793.360596
30-09-2021,2852.558838,3046.519531,2840.289551,3001.678955,3001.678955,17661065099,2809.297607,2946.881348,2786.988281
01-10-2021,3001.129395,3329.853516,2978.654297,3307.516113,3307.516113,22307625573,2852.558838,3046.519531,2840.289551
02-10-2021,3308.870361,3464.837402,3260.027588,3391.694336,3391.694336,19202671704,3001.129395,3329.853516,2978.654297
03-10-2021,3390.767578,3484.605713,3348.120117,3418.358643,3418.358643,15516566862,3308.870361,3464.837402,3260.027588
04-10-2021,3418.776367,3434.775391,3283.44873,3380.089111,3380.089111,17747154101,3390.767578,3484.605713,3348.120117
05-10-2021,3381.784424,3541.45166,3365.817627,3518.518555,3518.518555,16632591670,3418.776367,3434.775391,3283.44873
06-10-2021,3516.570313,3622.55127,3354.469727,3580.562012,3580.562012,21855226591,3381.784424,3541.45166,3365.817627
07-10-2021,3576.814453,3650.013184,3479.90918,3587.974854,3587.974854,19090322927,3516.570313,3622.55127,3354.469727
08-10-2021,3587.832764,3667.95752,3547.828125,3563.759277,3563.759277,16222029488,3576.814453,3650.013184,3479.90918
09-10-2021,3559.997803,3628.237305,3544.640381,3575.716797,3575.716797,12707036942,3587.832764,3667.95752,3547.828125
10-10-2021,3575.020508,3603.244873,3414.970947,3425.852783,3425.852783,16171746693,3559.997803,3628.237305,3544.640381
