Date,Open,High,Low,Close,Adj Close,Volume,Previous_open,Previous_high,Previous_low
17-03-2022,1.000397,39.398857,1.000394,8.518083,8.518083,2365742865,,,
18-03-2022,8.530408,17.754013,8.530408,12.96282,12.96282,8934642172,1.000397,39.398857,1.000394
19-03-2022,13.001595,14.543621,11.515112,11.564206,11.564206,2837336308,8.530408,17.754013,8.530408
20-03-2022,11.61314,11.905575,9.536022,9.603505,9.603505,2048782413,13.001595,14.543621,11.515112
21-03-2022,9.604387,10.981939,9.593103,10.495659,10.495659,2104738824,11.61314,11.905575,9.536022
22-03-2022,10.526184,12.539398,10.264086,12.264291,12.264291,2496987122,9.604387,10.981939,9.593103
23-03-2022,12.240626,13.473873,11.598813,13.351153,13.351153,2607900619,10.526184,12.539398,10.264086
24-03-2022,13.330357,14.449736,12.8472,12.8472,12.8472,2259522622,12.240626,13.473873,11.598813
25-03-2022,12.872901,13.641199,12.308277,12.378757,12.378757,1086799627,13.330357,14.449736,12.8472
26-03-2022,12.386655,14.232396,12.386655,13.8536,13.8536,1227199702,12.872901,13.641199,12.308277
27-03-2022,13.846971,14.338537,13.316239,14.276739,14.276739,975486556,12.386655,14.232396,12.386655
28-03-2022,14.272323,15.492145,14.013065,14.035182,14.035182,1402491863,13.846971,14.338537,13.316239
29-03-2022,14.017113,14.544592,13.425245,13.607372,13.607372,887740568,14.272323,15.492145,14.013065
30-03-2022,13.60789,14.540494,13.146088,14.130381,14.130381,986826768,14.017113,14.544592,13.425245
31-03-2022,14.139888,14.35159,12.539722,12.688551,12.688551,766359778,13.60789,14.540494,13.146088
01-04-2022,12.701773,13.577467,12.268732,12.791209,12.791209,651242532,14.139888,14.35159,12.539722
02-04-2022,12.799964,13.777923,12.390251,12.409466,12.409466,681556508,12.701773,13.577467,12.268732
03-04-2022,12.402716,12.888135,11.970219,12.446993,12.446993,472450738,12.799964,13.777923,12.390251
04-04-2022,12.431074,12.431074,11.249387,11.947135,11.947135,507149380,12.402716,12.888135,11.970219
05-04-2022,11.947468,12.777606,11.564521,11.613016,11.613016,627863776,12.431074,12.431074,11.249387
06-04-2022,11.61169,12.015096,10.567146,10.653851,10.653851,588354727,11.947468,12.777606,11.564521
07-04-2022,10.655708,11.253298,10.654598,11.205949,11.205949,443150702,11.61169,12.015096,10.567146
08-04-2022,11.204647,11.563178,10.69271,10.777825,10.777825,413271568,10.655708,11.253298,10.654598
09-04-2022,10.777119,11.041316,10.629771,10.984131,10.984131,185745790,11.204647,11.563178,10.69271
10-04-2022,10.984853,12.337097,10.84622,12.158826,12.158826,571227342,10.777119,11.041316,10.629771
11-04-2022,12.14971,12.14971,10.692602,10.8995,10.8995,697771264,10.984853,12.337097,10.84622
12-04-2022,10.913232,12.100585,10.72654,11.622486,11.622486,517476476,12.14971,12.14971,10.692602
13-04-2022,11.623178,13.381702,11.485874,13.249737,13.249737,902368368,10.913232,12.100585,10.72654
14-04-2022,13.253533,13.464239,11.968574,12.281276,12.281276,641038123,11.623178,13.381702,11.485874
15-04-2022,12.280382,12.588793,12.026622,12.222948,12.222948,322160909,13.253533,13.464239,11.968574
16-04-2022,12.222925,12.278774,11.343403,11.677027,11.677027,281862108,12.280382,12.588793,12.026622
17-04-2022,11.677011,12.0807,11.496184,11.736778,11.736778,275150580,12.222925,12.278774,11.343403
18-04-2022,11.737742,11.894146,10.997159,11.859583,11.859583,388176428,11.677011,12.0807,11.496184
19-04-2022,11.864827,13.476943,11.703484,13.368378,13.368378,760602402,11.737742,11.894146,10.997159
20-04-2022,13.375246,17.430365,13.024165,16.798677,16.798677,2857428966,11.864827,13.476943,11.703484
21-04-2022,16.790712,16.790712,14.118148,14.316299,14.316299,1336217402,13.375246,17.430365,13.024165
22-04-2022,14.31614,15.373056,13.767173,15.373056,15.373056,1075890630,16.790712,16.790712,14.118148
23-04-2022,15.371773,18.217287,15.244777,16.672907,16.672907,2261630142,14.31614,15.373056,13.767173
24-04-2022,16.675016,17.837101,16.009628,16.818827,16.818827,1421266756,15.371773,18.217287,15.244777
25-04-2022,16.81995,19.490198,16.241943,19.439499,19.439499,2262041600,16.675016,17.837101,16.009628
26-04-2022,19.435665,19.521751,17.469095,17.98917,17.98917,1806171089,16.81995,19.490198,16.241943
27-04-2022,18.014425,19.919746,17.906164,19.417765,19.417765,1620047800,19.435665,19.521751,17.469095
28-04-2022,19.422817,26.91391,19.14551,23.619345,23.619345,4463220080,18.014425,19.919746,17.906164
29-04-2022,23.654795,24.392365,18.572977,19.157381,19.157381,5571571758,19.422817,26.91391,19.14551
30-04-2022,19.166965,25.410086,19.145201,20.005005,20.005005,5331448786,23.654795,24.392365,18.572977
01-05-2022,20.019119,20.241112,15.691833,15.97116,15.97116,3368959817,19.166965,25.410086,19.145201
02-05-2022,15.968777,17.214169,14.277814,15.044141,15.044141,2007557503,20.019119,20.241112,15.691833
03-05-2022,15.051666,15.703705,13.926014,14.14929,14.14929,1322550198,15.968777,17.214169,14.277814
04-05-2022,14.149118,17.55027,14.071294,15.57664,15.57664,2828193179,15.051666,15.703705,13.926014
05-05-2022,15.590558,16.60264,12.988559,13.729221,13.729221,1827533738,14.149118,17.55027,14.071294
06-05-2022,13.717825,13.816371,12.869655,13.257155,13.257155,1075320485,15.590558,16.60264,12.988559
07-05-2022,13.26065,13.31859,12.163085,12.371076,12.371076,804260092,13.717825,13.816371,12.869655
08-05-2022,12.370983,12.460289,11.104078,11.206094,11.206094,689709472,13.26065,13.31859,12.163085
09-05-2022,11.208441,11.578635,8.135061,8.15185,8.15185,1422274171,12.370983,12.460289,11.104078
10-05-2022,8.150935,10.170752,7.895034,9.022141,9.022141,1713449831,11.208441,11.578635,8.135061
11-05-2022,9.022827,9.416252,5.248232,5.65559,5.65559,1495817383,8.150935,10.170752,7.895034
12-05-2022,5.676553,8.945163,5.434336,7.80708,7.80708,2412124370,9.022827,9.416252,5.248232
13-05-2022,7.792916,9.7266,7.746223,8.594406,8.594406,1769246887,5.676553,8.945163,5.434336
14-05-2022,8.587622,9.062337,7.278662,8.658264,8.658264,1027216992,7.792916,9.7266,7.746223
15-05-2022,8.666493,9.151747,8.094295,9.092935,9.092935,798462332,8.587622,9.062337,7.278662
16-05-2022,9.090923,9.119395,7.883852,8.068636,8.068636,649248075,8.666493,9.151747,8.094295
17-05-2022,8.073295,9.209086,8.073295,8.851051,8.851051,886481693,9.090923,9.119395,7.883852
18-05-2022,8.849336,9.029129,7.681937,7.909567,7.909567,680566367,8.073295,9.209086,8.073295
19-05-2022,7.919185,8.255365,7.470881,8.081361,8.081361,652533731,8.849336,9.029129,7.681937
20-05-2022,8.080073,8.352227,7.554179,7.777634,7.777634,511943659,7.919185,8.255365,7.470881
21-05-2022,7.775473,8.193628,7.620686,8.033517,8.033517,328112433,8.080073,8.352227,7.554179
22-05-2022,8.035659,8.187562,7.781152,8.041804,8.041804,345848923,7.775473,8.193628,7.620686
23-05-2022,8.03825,8.47336,7.650056,7.736125,7.736125,610619084,8.035659,8.187562,7.781152
24-05-2022,7.738398,7.877611,7.062945,7.500408,7.500408,511056277,8.03825,8.47336,7.650056
25-05-2022,7.500419,7.708696,7.280463,7.33677,7.33677,351865362,7.738398,7.877611,7.062945
26-05-2022,7.337702,7.433209,6.303936,6.401498,6.401498,550295382,7.500419,7.708696,7.280463
27-05-2022,6.39376,6.457409,5.837894,6.071037,6.071037,561555374,7.337702,7.433209,6.303936
28-05-2022,6.212724,6.385071,6.058016,6.240003,6.240003,268353117,6.39376,6.457409,5.837894
29-05-2022,6.239434,6.348502,5.994232,6.236197,6.236197,237272480,6.212724,6.385071,6.058016
30-05-2022,6.236318,7.436798,6.165521,7.209812,7.209812,602522017,6.239434,6.348502,5.994232
31-05-2022,7.209438,7.315714,6.621994,6.756459,6.756459,509173684,6.236318,7.436798,6.165521
01-06-2022,6.758082,7.004538,5.990419,6.119043,6.119043,470391716,7.209438,7.315714,6.621994
02-06-2022,6.116752,6.452538,6.000918,6.408193,6.408193,339112168,6.758082,7.004538,5.990419
03-06-2022,6.407899,6.482149,6.020053,6.129396,6.129396,255582633,6.116752,6.452538,6.000918
04-06-2022,6.132932,6.220409,6.029193,6.19297,6.19297,163929580,6.407899,6.482149,6.020053
05-06-2022,6.193705,6.236507,6.073846,6.098912,6.098912,146852509,6.132932,6.220409,6.029193
06-06-2022,6.10009,6.432486,6.092298,6.393667,6.393667,229600022,6.193705,6.236507,6.073846
07-06-2022,6.394172,6.394172,5.864569,6.047245,6.047245,281897712,6.10009,6.432486,6.092298
08-06-2022,6.045706,6.116781,5.698338,5.711221,5.711221,219189806,6.394172,6.394172,5.864569
09-06-2022,5.711459,5.91189,5.664951,5.726398,5.726398,150758180,6.045706,6.116781,5.698338
10-06-2022,5.726035,5.735838,5.169598,5.173466,5.173466,218283961,5.711459,5.91189,5.664951
11-06-2022,5.175363,5.537101,4.693191,4.721795,4.721795,293335296,5.726035,5.735838,5.169598
12-06-2022,4.724075,4.790223,3.910886,3.910886,3.910886,351176403,5.175363,5.537101,4.693191
13-06-2022,3.907361,3.974695,3.225756,3.461219,3.461219,589010009,4.724075,4.790223,3.910886
14-06-2022,3.46319,3.900098,3.260057,3.630507,3.630507,397406723,3.907361,3.974695,3.225756
15-06-2022,3.627169,4.244857,3.086123,4.16017,4.16017,476539143,3.46319,3.900098,3.260057
16-06-2022,4.16215,4.273246,3.313884,3.374786,3.374786,353156129,3.627169,4.244857,3.086123
17-06-2022,3.37226,3.816923,3.353502,3.743337,3.743337,257052287,4.16215,4.273246,3.313884
18-06-2022,3.741925,3.845717,3.134705,3.62315,3.62315,346227543,3.37226,3.816923,3.353502
19-06-2022,3.621855,4.480147,3.41336,4.146917,4.146917,472080785,3.741925,3.845717,3.134705
20-06-2022,4.142591,4.791953,3.870129,4.505226,4.505226,626683050,3.621855,4.480147,3.41336
21-06-2022,4.503477,4.831111,4.332614,4.373901,4.373901,467619513,4.142591,4.791953,3.870129
22-06-2022,4.379029,4.396704,3.965924,3.965924,3.965924,308581184,4.503477,4.831111,4.332614
23-06-2022,3.971827,4.459568,3.971827,4.395533,4.395533,264217218,4.379029,4.396704,3.965924
24-06-2022,4.395664,4.594158,4.362195,4.493476,4.493476,238876819,3.971827,4.459568,3.971827
25-06-2022,4.493679,4.65503,4.29856,4.561657,4.561657,228743567,4.395664,4.594158,4.362195
26-06-2022,4.560886,5.25903,4.517942,4.702744,4.702744,527832506,4.493679,4.65503,4.29856
27-06-2022,4.702877,5.227757,4.692986,5.116057,5.116057,338029849,4.560886,5.25903,4.517942
28-06-2022,5.114872,5.532866,4.821795,4.899018,4.899018,530539481,4.702877,5.227757,4.692986
29-06-2022,4.899396,5.116307,4.636262,4.682037,4.682037,342342466,5.114872,5.532866,4.821795
30-06-2022,4.684041,4.729329,4.229153,4.61777,4.61777,273875441,4.899396,5.116307,4.636262
01-07-2022,4.627211,4.781922,4.375067,4.522136,4.522136,259241663,4.684041,4.729329,4.229153
02-07-2022,4.523193,4.602414,4.376258,4.516929,4.516929,157972133,4.627211,4.781922,4.375067
03-07-2022,4.516706,4.669403,4.481899,4.565363,4.565363,143372081,4.523193,4.602414,4.376258
04-07-2022,4.565889,4.935237,4.419391,4.929602,4.929602,201295426,4.516706,4.669403,4.481899
05-07-2022,4.926792,5.06813,4.636705,4.951406,4.951406,331663509,4.565889,4.935237,4.419391
06-07-2022,4.951507,5.140276,4.766011,5.028633,5.028633,351374415,4.926792,5.06813,4.636705
07-07-2022,5.028246,5.234946,4.908766,5.108325,5.108325,267623090,4.951507,5.140276,4.766011
08-07-2022,5.111078,5.276921,4.923472,4.965313,4.965313,235241919,5.028246,5.234946,4.908766
09-07-2022,4.965116,5.078383,4.951912,5.011019,5.011019,140558834,5.111078,5.276921,4.923472
10-07-2022,5.01151,5.042121,4.719401,4.789759,4.789759,148336840,4.965116,5.078383,4.951912
11-07-2022,4.789317,4.789317,4.303281,4.339305,4.339305,176744828,5.01151,5.042121,4.719401
12-07-2022,4.340562,4.389238,4.201759,4.229832,4.229832,206338876,4.789317,4.789317,4.303281
13-07-2022,4.231182,4.58757,4.202411,4.5746,4.5746,512024823,4.340562,4.389238,4.201759
14-07-2022,4.574774,4.72686,4.359872,4.676286,4.676286,376414352,4.231182,4.58757,4.202411
15-07-2022,4.677842,4.773194,4.540847,4.606584,4.606584,308414612,4.574774,4.72686,4.359872
16-07-2022,4.606107,4.871497,4.457142,4.763715,4.763715,283628665,4.677842,4.773194,4.540847
17-07-2022,4.772029,4.865705,4.652607,4.820083,4.820083,313128064,4.606107,4.871497,4.457142
